Epoch,AverageEpRet,MaxEpRet,MinEpRet,AverageEpCost1,MaxEpCost1,MinEpCost1,AverageEpCost2,MaxEpCost2,MinEpCost2,CumulativeCost1,CumulativeCost2,CostRate1,CostRate2,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC1,StdLossQC1,MaxLossQC1,MinLossQC1,AverageLossQC2,StdLossQC2,MaxLossQC2,MinLossQC2,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
1130,-120349760,-95605177.69,-131510882.8,25306.324,28090.82434,2360.773585,0,0,0,4723980,6655476,4176.816976,5884.594164,22812432,179853.3,23237580,22056772,3.45936E+11,4.63452E+11,2.36021E+12,73013640000,188.95793,87.1526,544.22504,74.09447,22242.506,26239.463,179706.5,2002.4978,-64.65704,1.7620184,-60.02442,-71.27445,12860.78933
1131,-115346090,-95739559.94,-126120929.7,9967.697,12749.68857,929.8654273,0,0,0,4726033,6655476,4174.940813,5879.39576,22787712,160921.64,23183910,22338310,3.69535E+11,4.29929E+11,2.02472E+12,71143850000,190.59544,94.725655,791.1017,74.549965,22578.082,21313.299,128382.91,553.1752,-66.16357,1.9242702,-60.604977,-74.34108,12871.98928
1132,-113709750,-95543552.64,-124351204.4,38873.996,41653.4868,3626.473086,0,0,0,4727936,6655476,4172.935569,5874.206531,22845182,182459.2,23276326,22388298,3.83774E+11,4.60134E+11,1.99781E+12,71155470000,181.06729,79.6919,545.311,66.19139,25085.195,24620.283,197113.34,592.8048,-67.07255,2.0044332,-61.38409,-72.116684,12883.12269
1133,-110362500,-95393342.27,-120742153,4840.48587,7617.483875,451.5587163,0,0,0,4729526,6655476,4170.657848,5869.026455,22827764,209164.97,23921682,22294760,3.56203E+11,4.35995E+11,2.12133E+12,73918505000,184.1383,83.67135,498.14447,79.49019,33446.15,35633.805,174586.48,2420.188,-69.10851,2.0033157,-64.114914,-74.504135,12894.80259
1134,-125544550,-95319992.55,-137053777.1,7426.7412,10201.25436,692.8250206,0,0,0,4732581,6655476,4169.67489,5863.855507,22790840,203397.73,23657470,22238812,4.09451E+11,4.94172E+11,2.26059E+12,71882370000,180.37675,86.017075,662.5501,83.92616,45302,58893.344,420587.88,1433.1265,-70.12917,1.6469601,-65.41725,-74.906456,12906.37463
1135,-120770344,-95134758.95,-131910726.6,7588.27,10360.30625,707.8937016,0,0,0,4735154,6655476,4168.269366,5858.693662,22831518,224417,24104070,22381762,4.01015E+11,5.2168E+11,2.41102E+12,68170105000,184.69824,95.97352,715.886,76.34528,41529.2,47387.906,455688.38,1957.8969,-70.73741,1.8835963,-66.13167,-75.46416,12918.19579
1136,-123917816,-94688150.56,-135284226.7,3546.52908,6316.096311,330.8482168,0,0,0,4738049,6655476,4167.149516,5853.540897,22757562,203072.75,23854220,22356618,3.73193E+11,4.58365E+11,2.86576E+12,71229420000,187.6109,82.12879,514.8828,82.17985,47197.95,68228.695,438239.34,2107.3772,-72.13326,2.1735086,-67.167015,-78.52177,12929.81575
1137,-126056220,-94564649.29,-137572941.4,3728,6495.106092,347.7772562,0,0,0,4741102,6655476,4166.170475,5848.397188,22689628,209166.42,23457824,22237612,3.79891E+11,4.75856E+11,2.95088E+12,62115030000,175.41763,75.59244,525.7107,73.71799,51062.24,70779.85,457863.28,4754.97,-68.94067,1.8431425,-64.47449,-73.51091,12941.50019
1138,-124760700,-94614260.78,-136169937.5,4147.57098,6912.223783,386.9181478,0,0,0,4744068,6655476,4165.116769,5843.262511,22648524,238915.22,24792816,22220160,3.76986E+11,4.2767E+11,2.60774E+12,66042085000,178.44789,72.45174,481.12292,62.686077,47934.19,65027.125,504155.2,4540.342,-68.376076,1.4432783,-64.33375,-72.72495,12953.05537
1139,-118263110,-94751438.27,-129174302.7,4850.8387,7613.046039,452.52451,0,0,0,4746450,6655476,4163.552632,5838.136842,22672890,213227.77,23548956,22181140,3.08848E+11,3.67845E+11,1.81409E+12,66592133000,171.55829,70.9002,501.24527,78.7049,43700.246,55111.293,518325.78,2115.047,-68.552986,1.7571099,-63.691673,-73.18013,12964.17358
1140,-116598584,-95405836.66,-127374686.3,6618.5278,9378.297476,617.4284973,0,0,0,4748627,6655476,4161.811569,5833.020158,22602072,184706.52,23107958,22156940,3.72091E+11,4.28091E+11,2.41913E+12,66217996000,174.402,87.702736,601.03687,76.04024,42681.53,54951.23,452292.62,4054.7996,-67.90326,1.4151148,-64.77949,-71.49147,12975.57908
1141,-112783100,-96518760.89,-123262651.6,4479.282,7236.621789,417.8627692,0,0,0,4750476,6655476,4159.78634,5827.912434,22538842,184231.17,23263836,22042168,4.15144E+11,4.92513E+11,2.26362E+12,70249000000,169.04828,76.55182,558.74084,67.362854,38789.65,38461.96,272060.2,3086.9001,-68.28333,1.5698049,-64.227295,-72.93242,12986.60779
1142,-114621710,-96770916.77,-125229314.1,5119.1544,7874.072053,477.5551156,0,0,0,4752511,6655476,4157.927384,5822.813648,22495810,217041.98,23518216,22065044,3.54607E+11,4.13536E+11,1.95643E+12,66643878000,167.59254,76.01104,513.37604,76.35002,39018.977,39738.914,440919.53,3142.373,-67.65605,1.571795,-63.412968,-71.51299,12997.45616
1143,-112114210,-97065180.09,-122523576.8,6506.2844,9258.787642,606.9575473,0,0,0,4754265,6655476,4155.826049,5817.723776,22420536,198707.89,22967886,21898556,4.09205E+11,5.07297E+11,2.52472E+12,64698530000,170.27893,85.91196,799.5811,77.428406,35794.703,35297.7,327039.56,2648.4316,-67.405716,1.5941474,-63.405823,-71.70784,13008.06396
1144,-110835890,-97001221.48,-121139365.3,5414.4192,8164.515733,505.099746,0,0,0,4755814,6655476,4153.549345,5812.642795,22394516,196470.62,23153644,21957012,3.99671E+11,4.80006E+11,2.64836E+12,74166485000,167.09697,75.81733,542.2415,75.93464,34970.56,38850.938,313055,1634.8164,-66.50508,1.7119838,-62.704964,-71.37033,13019.15878
1145,-120797144,-96802860.99,-131838731.4,5923.9866,8671.684101,552.6362139,0,0,0,4758322,6655476,4152.113438,5807.570681,22335864,192621.95,23009018,21887578,2.7852E+11,3.41101E+11,1.99891E+12,66581980000,152.0077,58.8024,425.26364,67.253876,37562.266,34201.574,202145.39,2077.0146,-65.9901,1.5609747,-61.853516,-70.50356,13030.02118
1146,-117239210,-97052353.13,-128003833.2,3136,5881.306122,292.5508249,0,0,0,4760490,6655476,4150.383609,5802.507411,22217264,183211.75,22659714,21769344,4.18073E+11,4.32455E+11,2.73387E+12,72157550000,161.44952,71.90206,430.51297,61.349358,34881.33,46246.426,476889.38,2650.7332,-66.63703,1.4671865,-63.300964,-70.795586,13040.80739
1147,-124139040,-97321997.48,-135411997.7,3219,5961.92237,300.2937198,0,0,0,4763296,6655476,4149.212544,5797.452962,22015706,215933.22,23108344,21454050,3.36545E+11,4.04136E+11,2.11372E+12,68217504000,163.11916,90.873215,691.1422,73.53616,28178.17,26630.676,208239.38,2784.2383,-67.942375,1.6256356,-62.6969,-71.65289,13051.58553
1148,-128359336,-97658004.2,-139939476.5,3737.97085,6478.517072,348.7074157,0,0,0,4766552,6655476,4148.435161,5792.407311,21887652,193207.22,22434100,21403240,3.13716E+11,3.68052E+11,2.26152E+12,70093070000,156.9482,74.82046,559.1415,69.59658,28842.01,36385.133,227452.5,1582.1973,-68.5399,1.4042072,-65.47352,-72.34452,13062.32401
1149,-129337110,-98559094.8,-140981008,5533.76227,8271.939924,516.2330093,0,0,0,4769928,6655476,4147.763478,5787.370435,21817892,200041.69,22610192,21357512,2.9139E+11,3.22492E+11,1.61066E+12,64125133000,147.25778,79.42174,525.63666,58.53401,19022.633,14121.137,131718.5,2541.7024,-67.44308,1.7773656,-62.79424,-72.63253,13073.26518
1150,-125258450,-99297222,-136586477.4,4042.71252,6778.52916,377.1361233,0,0,0,4772883,6655476,4146.727194,5782.342311,21820006,202098.52,22405052,21142790,2.98155E+11,3.63799E+11,1.92627E+12,68074020000,146.75493,65.78852,492.21365,54.332554,19263.2,28361.49,213405.8,436.58304,-67.28054,1.4630792,-63.471123,-71.24257,13083.75415
1151,-122494980,-100213532.4,-133605939.2,4243,6976.463158,395.8205198,0,0,0,4775606,6655476,4145.491319,5777.322917,21804698,184856.84,22305418,21218934,3.26094E+11,3.6033E+11,1.97961E+12,70007010000,152.60059,77.67435,612.93506,64.12574,14094.506,28659.361,251939.7,410.8827,-64.14416,1.5637734,-59.882973,-67.579025,13094.43583
1152,-122416060,-100995127,-133511575.4,5219.1884,7950.305583,486.8870765,0,0,0,4778346,6655476,4144.272333,5772.312229,21750650,208258.16,22317240,21210788,3.32062E+11,3.80922E+11,1.96047E+12,65549860000,152.86421,94.789375,850.4753,67.87901,11045.45,7823.8657,43548.332,71.380585,-62.310547,1.6074755,-58.334206,-66.79292,13104.76531
1153,-128511944,-101032420.3,-140055715.1,3685,6413.778692,343.7658769,229.97722,229.97722,229.97722,4781571,6655706,4143.475737,5767.509532,21774676,248569.61,22456226,21041454,3.22623E+11,3.88542E+11,2.0655E+12,65047945000,153.47922,94.982956,674.8539,60.95422,17768.654,47189.613,368474.9,6.1161227,-60.959854,1.6940882,-56.267445,-65.977325,13115.39601
1154,-122347576,-101840930,-133419055.2,4503.195163,7229.642822,420.0935777,0,0,0,4784251,6655706,4142.208658,5762.516017,21782446,212719.22,22455968,21195454,3.219E+11,3.81639E+11,1.97058E+12,70186670000,146.6639,94.91676,940.1776,57.77687,17561.7,45231.875,403590.75,205.37973,-59.522587,1.5362562,-55.376846,-64.080536,13125.80078
1155,-121778860,-104009120.8,-132798259.1,10335.03,13059.15406,964.133148,0,0,0,4786873,6655706,4140.893599,5757.531142,21800502,202775.94,22409348,21134384,3.35764E+11,3.69789E+11,1.73431E+12,67506786000,167.57968,121.5353,908.35657,55.850765,13701.09,32814.707,449192.6,75.00601,-59.54557,1.6313504,-55.226574,-63.721443,13136.03021
1156,-127289400,-103660568.6,-138713243.3,4604.32258,7326.130457,429.5275411,0,0,0,4790010,6655706,4140.025929,5752.554883,21874892,222521.92,22420592,21341388,3.04621E+11,3.74639E+11,1.69596E+12,60854825000,159.30254,107.715645,908.4289,58.042236,21722.16,72866.35,559224.6,276.14975,-59.13353,1.5427467,-55.213333,-62.927547,13146.60107
1157,-126439340,-104935226.9,-137790070.8,3904.824392,6624.323472,364.2728307,21.579638,21.579638,21.579638,4793075,6655727.5,4139.097582,5747.605786,21956582,199700.84,22430756,21357732,3.25468E+11,4.22406E+11,2.5499E+12,66958873000,148.31834,91.15221,859.5527,50.59167,10444.968,8121.9023,45253.38,0.8072234,-59.165695,1.686264,-55.338257,-65.12077,13157.20562
1158,-126872984,-104680714.2,-138247038.9,4926,7643.197647,459.5361491,0,0,0,4796169,6655727.5,4138.195858,5742.646678,22012020,212371.67,22537926,21474530,3.42318E+11,4.48752E+11,2.37679E+12,75187030000,160.39926,120.04256,882.7387,56.349625,9461.68,7809.564,64182.445,91.96929,-59.36612,1.7275921,-54.647,-63.85579,13167.97457
1159,-123372150,-104842774.7,-134474143.8,5508.02402,8222.927576,513.8319422,0,0,0,4798997,6655727.5,4137.066379,5737.696121,22054836,236204.9,22726966,21355782,3.3093E+11,4.46601E+11,2.96407E+12,68129112000,161.1123,129.65074,926.6989,60.160446,7485.9673,5899.9087,36234,55.473114,-60.23661,1.8847803,-56.383232,-65.24577,13178.46032
1160,-121051130,-105594969.5,-131969698.1,4584,7296.616782,427.6316905,0,0,0,4801569,6655727.5,4135.718346,5732.754091,22102680,228186.62,22779718,21600904,3.41444E+11,4.61624E+11,3.15673E+12,67817296000,162.44041,138.23099,998.3963,54.25785,7178.754,6275.0137,41174.703,3.1283326,-60.807926,1.6439513,-57.017124,-64.47785,13189.20577
1161,-130220940,-105535644.2,-141818948.4,5851.73035,8562.067653,545.8955807,0,0,0,4805013,6655727.5,4135.123064,5727.820568,22157194,216030.97,22757416,21594912,3.66597E+11,4.86037E+11,2.3494E+12,61006926000,166.3937,127.051445,831.20416,56.46598,6458.946,7908.0312,53677.664,0.2718766,-60.68446,1.4110147,-56.252613,-64.54607,13200.61332
1162,-159559730,-105998274.4,-173351667.2,14961,17669.06509,1395.680131,4969.643,4969.643,4969.643,4810963,6660697.5,4136.683577,5727.16896,22188518,245179.28,22835822,21547806,3.18732E+11,4.07467E+11,1.91067E+12,63050424000,152.34694,116.73731,814.1077,51.36854,7385.6763,12358.895,79447,0.26429585,-60.486893,1.507563,-56.792572,-64.08062,13211.39368
1163,-122247800,-106500158.7,-133229058.8,6029.4586,8735.258734,562.4754743,0,0,0,4813670,6660697.5,4135.455326,5722.248711,22293132,245492.34,22822656,21615072,3.62972E+11,4.43416E+11,2.16443E+12,77390930000,153.85478,98.33767,638.17737,45.692734,4523.0684,10125.361,105627.74,0.2578194,-61.642853,1.4002348,-57.95497,-65.05907,13222.49629
1164,-150013460,-106757832.4,-163070614.6,5077.85429,7781.396688,473.7023155,0,0,0,4818957,6660697.5,4136.443777,5717.33691,22384276,254965.2,23123806,21669056,3.75057E+11,4.86043E+11,2.5215E+12,64576745000,163.32071,122.282166,743.1791,43.06397,1733.6921,2700.0183,15337.959,0.25729826,-61.33988,1.2789615,-57.919468,-65.22862,13233.5339
1165,-120700104,-107138374.6,-131547264.5,10797.209,13498.50086,1007.248852,2129.0242,2129.0242,2129.0242,4821416,6662826.5,4135.005146,5714.259434,22435834,267992.78,23086594,21813622,4.52664E+11,5.77689E+11,2.88318E+12,70945650000,158.50766,120.61958,680.1416,49.370605,5828.6924,15874.092,181847.17,0.25033513,-60.60967,1.265701,-57.53239,-64.23078,13244.53797
1166,-124811830,-107762072.1,-135958854.8,7566.449,10265.49751,705.8580666,0,0,0,4824372,6662826.5,4133.994859,5709.362896,22596116,250901.39,23290946,21920626,3.71934E+11,5.15754E+11,2.65607E+12,68720206000,159.10649,109.25459,674.0014,40.17597,8949.921,42464.043,352290.56,0.24555896,-60.95763,1.4262929,-57.49852,-64.638756,13255.97852
1167,-134472320,-108918121.7,-146335897.5,10401.7837,13098.59601,970.3604599,0,0,0,4828239,6662826.5,4133.766267,5704.474743,22612354,266868.28,23494056,22100072,3.24602E+11,4.62206E+11,3.27588E+12,59973616000,147.95898,97.9486,680.1622,51.896366,10321.003,42485.855,361233.2,0.24515629,-60.664238,1.54871,-56.60448,-66.15461,13267.40157
1168,-127176630,-110449965.2,-138483602.7,6761.5837,9456.166944,630.7738805,0,0,0,4831409,6662826.5,4132.941831,5699.594953,22639970,249086.73,23374344,22013140,3.91003E+11,5.08611E+11,3.17035E+12,67823260000,159.89946,99.775444,598.7485,46.54583,5894.4146,25052.463,316268.38,0.24491777,-59.95888,1.4737124,-56.437595,-63.74783,13278.4454
1169,-129626540,-113585773.8,-141108726.8,26597.568,29289.92929,2481.231014,0,0,0,4834812,6662826.5,4132.317949,5694.723504,22677328,280421.4,23396460,21955916,3.65964E+11,5.02782E+11,3.15129E+12,68447285000,158.0537,107.583565,788.38165,54.3022,18063.213,42667.723,289001.4,9.689778,-59.623856,1.6246502,-55.710022,-63.588646,13289.62371
1170,-129706260,-112101536.1,-141185732.2,6857.1909,9547.337319,639.6928745,0,0,0,4838245,6662826.5,4131.720751,5689.860376,22778178,276367.4,23390706,21695924,4.36549E+11,5.37701E+11,3.07545E+12,61180056000,162.11964,102.09136,612.3296,57.41552,9191.786,12409.762,83367.29,119.64198,-57.81837,1.5675792,-53.142284,-61.53469,13301.01999
1171,-131187320,-114704535,-142769344.3,8308.0347,10995.97332,775.0390322,0,0,0,4841795,6662826.5,4131.224403,5685.005546,22797928,238951.33,23594612,22144288,3.95366E+11,4.66138E+11,1.83622E+12,68933220000,161.78178,102.96004,541.0075,45.623245,23476.328,36903.13,291662.4,343.35208,-57.179478,1.6378433,-53.00245,-62.987213,13312.99887
1172,-132365550,-115348258.6,-144027430.7,6949.1403,9634.878154,648.2706401,0,0,0,4845474,6662826.5,4130.838875,5680.158994,22840760,268983.72,23629620,22210126,3.72111E+11,4.62792E+11,2.81699E+12,74163840000,157.31348,86.66184,625.3328,54.08237,24912.725,32869.074,243808.6,2034.1367,-56.547714,1.4367357,-51.468864,-60.272644,13324.33909
1173,-136812530,-119074910,-148799753,9406.9688,12090.51291,877.5562763,289.44836,289.44836,289.44836,4849572,6663116,4130.810903,5675.567291,23011834,319755.78,24310774,22243948,3.28775E+11,4.2892E+11,2.49017E+12,68053447000,150.39609,88.34784,608.38416,48.730736,35101.86,79332.49,778962.25,1083.5455,-55.25547,1.5804726,-51.705406,-60.61301,13335.55211
1174,-142097540,-120340687.6,-154473073.7,11514.368,14195.72537,1074.151102,2566.8042,2566.8042,2566.8042,4854028,6665682.5,4131.08766,5672.921277,23035852,315927.12,24481488,22408062,3.69359E+11,4.36562E+11,2.23161E+12,68777980000,171.93378,100.09397,612.8915,60.90464,26658.564,49587.48,605987,510.98367,-55.272038,1.6416177,-51.276283,-61.235245,13346.99099
1175,-145978740,-120889061.6,-158637218,10561.0361,13240.2137,985.2167803,25.350962,25.350962,25.350962,4859001,6665708,4131.803571,5668.119048,23089080,247409.92,23890058,22435924,3.96595E+11,4.8748E+11,2.30606E+12,70273606000,155.03535,88.48601,515.86304,53.32238,18613.957,19820.482,104224.11,1473.5623,-55.837093,1.5787154,-51.993477,-60.685574,13358.47829
1176,-181618820,-120890015.2,-196944987.1,7791.04926,10468.05405,726.810551,15889.886,15889.886,15889.886,4866527,6681598,4134.687341,5676.803738,23086946,288676.25,24432818,22365690,3.45867E+11,4.13875E+11,2.62854E+12,75650875000,148.83223,79.1282,528.39374,56.820564,24718.465,50645.94,432699.56,1320.2845,-56.440605,1.7352427,-52.36837,-61.624466,13369.54561
1177,-134715340,-120898779.1,-146511228.5,11242.748,13917.5869,1048.812245,6.07979,6.07979,6.07979,4870462,6681604,4134.517827,5671.989813,23200436,313185.5,24298070,22464628,3.84734E+11,4.80062E+11,2.75888E+12,61132284000,153.76439,86.0556,613.96,59.068,22518.625,38575.13,369838.62,721.07153,-55.89377,1.761269,-51.844933,-61.920227,13380.57206
1178,-164854180,-120356455.3,-178904765.7,9397.755,12070.43493,876.6967403,4877.098,4877.098,4877.098,4876956,6686481,4136.519084,5671.315522,23047802,272537.62,23836134,22373760,3.61107E+11,4.25175E+11,1.91963E+12,65515246000,185.50621,164.95538,1770.8861,61.96502,19693.516,47876.242,594491.44,178.78433,-55.921513,1.5547594,-52.6921,-60.90438,13391.70591
1179,-160287280,-120755388.2,-173986628.8,8477.6572,11148.18504,790.8627574,1025.8365,1025.8365,1025.8365,4883259,6687507,4138.355085,5667.378814,23129612,267401.44,24079098,22437670,4.34786E+11,5.18753E+11,2.47033E+12,70646374000,182.96559,137.55423,1029.1041,68.7531,19122.375,30827.791,283419.4,742.7682,-56.53823,1.6537669,-52.21372,-60.34012,13403.162
1180,-181850960,-120777280.2,-197161199.6,8631.1475,11299.53011,805.1815437,5921.23,5921.23,5921.23,4891229,6693428,4141.599492,5667.593565,23288360,277960.9,24096706,22639326,3.86134E+11,4.33805E+11,2.04879E+12,68959760000,165.66414,94.87255,658.04016,63.20221,20940.387,31300.926,215293.98,651.9991,-57.417397,1.8090532,-52.23697,-62.28208,13414.31473
1181,-145352430,-120560490.7,-157913841.1,4052,6718.244231,378.0025327,451.12924,451.12924,451.12924,4896108,6693879,4142.22335,5663.180203,23381836,261950.8,24326784,22659792,4.00868E+11,4.82911E+11,2.50515E+12,66947215000,175.40355,100.69747,513.59973,59.981792,20587.662,30195.783,207541.56,1276.6943,-59.124344,1.5274099,-55.534386,-63.10022,13425.79303
1182,-143174500,-119203924.2,-155564180.1,15893.326,18557.43867,1482.654857,2984.4482,2984.4482,2984.4482,4900612,6696863.5,4142.529163,5660.915892,23426110,243962.64,24075300,22763376,4.18185E+11,5.01452E+11,3.09604E+12,70491130000,167.00378,103.534096,879.6298,52.70632,19651.283,20393.484,150763.47,875.9286,-60.883957,1.7174777,-56.09493,-65.64995,13437.36703
1183,-126845560,-117932898.6,-138000982.5,10168.033,12830.02091,948.5543501,0,0,0,4903773,6696863.5,4141.700169,5656.134713,23390106,275620.22,24331492,22644722,4.26107E+11,5.05733E+11,2.5861E+12,68781070000,167.502,96.07852,626.6484,65.40147,23427.965,23920.986,136147.42,1482.6671,-61.249435,1.5016075,-57.515892,-67.12764,13449.2056
1184,-129424984,-114456306.4,-140765975.8,4664,7323.869925,435.0947218,429.41403,429.41403,429.41403,4907132,6697293,4141.039662,5651.724051,23301228,241906.86,23916226,22643612,3.73067E+11,4.2805E+11,1.96666E+12,78954580000,156.21123,82.485146,647.6498,61.02855,19515.31,25228.275,205398.94,1523.0018,-61.857445,1.3281258,-58.74739,-65.558586,13460.67372
1185,-120410930,-113234922.7,-131067003.3,7366.8845,10024.6432,687.2411153,0,0,0,4909648,6697293,4139.669477,5646.958685,23518858,264934.03,24545956,22890474,4.14037E+11,4.76691E+11,2.74516E+12,77077300000,207.80266,124.92855,950.53125,71.30404,29073.043,38655.47,329643.47,3038.5225,-62.995556,1.6712178,-57.294903,-66.818756,13472.19753
1186,-137425820,-111036803.3,-149351469.8,6060.859665,8716.513869,565.4048134,52.878223,52.878223,52.878223,4913792,6697346,4139.673126,5642.245998,23420300,295674.75,24399622,22672818,4.58905E+11,4.78576E+11,2.15629E+12,92569030000,176.5911,98.995476,761.4673,70.962006,25390.88,34080.523,237582.08,1719.9031,-61.878468,1.7178042,-58.238007,-66.554726,13483.84517
1187,-132382504,-108985827.2,-143921469.2,4566.1443,7219.700723,425.9659699,0,0,0,4917448,6697346,4139.265993,5637.496633,23375642,262893.53,24640712,22779642,3.67427E+11,4.49207E+11,1.98564E+12,73182780000,162.59174,90.56262,700.3005,58.669655,22266.562,28922.857,212899.86,1844.3252,-61.01625,1.4242826,-57.01447,-64.4443,13495.62242
