Epoch,AverageEpRet,MaxEpRet,MinEpRet,AverageEpCost1,MaxEpCost1,MinEpCost1,AverageEpCost2,MaxEpCost2,MinEpCost2,CumulativeCost1,CumulativeCost2,CostRate1,CostRate2,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC1,StdLossQC1,MaxLossQC1,MinLossQC1,AverageLossQC2,StdLossQC2,MaxLossQC2,MinLossQC2,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
5207,-107343776.9,-102265340,-114592715.6,819,1614.79906,76.4027824,19261.555,19261.555,19261.555,5279452,20524518,4370.407285,16990.49503,26436854,251258.72,27261146,25566144,3.72543E+11,5.37306E+11,2.52801E+12,55967360000,116.48706,111.69969,603.0632,24.576187,11143.57,10159.784,72950.87,1873.7948,-45.12865943,1.9539444,-49.64152537,-40.61579349,13382.16222
5208,-104044310.5,-99121971.38,-111070435.8,850,1675.92088,79.29470701,3983.4038,3983.4038,3983.4038,5283361,20528500,4370.025641,16979.73532,26513524,264598.7,27105976,25569576,3.59185E+11,5.08602E+11,2.94386E+12,60285805000,122.0723,127.47279,708.8389,24.330275,12953.64,15037.981,102241.79,2326.8062,-45.60764817,2.1961458,-50.16841299,-41.04688335,13392.98809
5209,-107614917.5,-102523652.9,-114882166.4,773,1524.102165,72.11153943,22204.812,22204.812,22204.812,5287384,20550706,4369.738843,16984.05455,26432424,294092.53,27215304,25713096,3.63996E+11,5.01456E+11,2.44777E+12,47688876000,129.42874,114.36136,799.5734,27.439898,14255.308,15958.722,171896.83,2686.296,-45.73780631,1.8314162,-50.31158694,-41.16402568,13403.4728
5210,-102188302.1,-97353770.84,-109089091,936,1845.48464,87.3174656,1796.3038,1796.3038,1796.3038,5290951,20552502,4369.07597,16971.5128,26366132,248986.97,26972492,25713274,3.45512E+11,5.42075E+11,3.70468E+12,54131212000,129.44545,119.436226,661.84076,26.946262,18381.81,15383.917,87696.25,3270.8567,-45.18224148,2.803091,-49.70046563,-40.66401733,13414.21738
5211,-103694026,-98788258.86,-110696496.6,854,1683.807567,79.66785857,1814.914,1814.914,1814.914,5294849,20554316,4368.687294,16959.0066,26329344,249715.08,26992544,25540200,4.11551E+11,5.43549E+11,2.46665E+12,58774280000,141.63022,131.40814,805.931,25.432491,17160.371,14440.818,90322.86,2866.1257,-44.70126546,2.5413043,-49.17139201,-40.23113891,13425.35196
5212,-104662341.5,-99710763.34,-111730202.5,818,1612.827388,76.30949451,846.581,846.581,846.581,5299163,20555164,4368.642209,16945.72465,26448670,271104.34,27292940,25825658,3.64354E+11,5.36458E+11,3.53179E+12,54206824000,134.48082,119.90879,731.87524,29.268602,16885.41,11349.953,73380.37,3634.7207,-45.10668843,2.763831,-49.61735727,-40.59601958,13436.16806
5213,-103685141.5,-98779794.68,-110687012.1,863,1701.552611,80.50744959,5201.3257,5201.3257,5201.3257,5302873,20560364,4368.099671,16936.04942,26456134,314284.75,27664908,25691056,5.15717E+11,7.16114E+11,3.64137E+12,57897010000,156.04779,131.76985,682.88525,25.247412,16836.627,12446.805,93091.06,3339.4119,-44.28484669,2.7449346,-48.71333136,-39.85636202,13447.05923
5214,-105566701.7,-100572338.2,-112695634.3,848,1671.977537,79.10813123,5528.609,5528.609,5528.609,5307010,20565892,4367.909465,16926.66008,26391074,291686.84,27403346,25564144,4.53308E+11,6.43501E+11,4.40512E+12,52320690000,158.06085,124.215256,735.22626,32.487244,18253.35,10347.71,64360.344,3704.879,-45.36690531,2.6885629,-49.90359584,-40.83021478,13458.34289
5215,-105107923.5,-100135264.9,-112205874.8,966,1904.634789,90.11610232,7655.8257,7655.8257,7655.8257,5311100,20573548,4367.680921,16919.03618,26431724,280788.66,27552724,25577758,4.60498E+11,6.45874E+11,3.19542E+12,66475336000,178.94699,129.60384,991.69836,39.43168,21623.002,20529.715,166014.55,4338.8477,-47.16305975,2.3862324,-51.87936573,-42.44675378,13468.80456
5216,-103514506.8,-98617232.75,-110504854.4,974,1920.408162,90.86240545,944.3514,944.3514,944.3514,5315195,20574494,4367.456861,16905.91126,26499258,298222.03,27450270,25823652,4.24978E+11,6.20424E+11,3.6716E+12,60085120000,190.48647,133.79039,714.0751,42.574173,29016.69,45068.11,412653.2,3052.802,-48.21845705,2.391507,-53.04030275,-43.39661134,13479.48765
5217,-104967250.3,-100001246.9,-112055701.9,951,1875.059714,88.71678396,7326.586,7326.586,7326.586,5319348,20581820,4367.280788,16898.04598,26451134,286027.97,27282618,25681896,5.37196E+11,8.07209E+11,3.67369E+12,60352230000,231.51808,163.3724,1037.0206,68.19106,31853.588,51742.957,496814.56,4301.945,-48.96301239,2.0621228,-53.85931363,-44.06671115,13490.47548
5218,-103834206.3,-98921807.23,-110846143.3,870,1715.354313,81.16046482,2105.2217,2105.2217,2105.2217,5323211,20583924,4366.867104,16885.90976,26334100,323563.53,27145752,25592228,5.22045E+11,7.4423E+11,3.34178E+12,66846056000,240.89906,166.21245,1061.5256,49.895782,27156.277,34986.35,225779.22,4799.7827,-47.96343958,2.0965085,-52.75978354,-43.16709562,13501.05953
5219,-103562810.3,-98663251.04,-110556419.9,1117,2202.357204,104.2025738,2564.2122,2564.2122,2564.2122,5327038,20586490,4366.42459,16874.17213,26180710,285588.56,26848254,25024306,4.81041E+11,7.06475E+11,4.35207E+12,64088343000,219.15417,154.38055,1089.8744,50.72103,27297.318,31072.615,180195.2,5058.97,-46.89515193,2.2872539,-51.58466712,-42.20563673,13511.44186
5220,-102882234.4,-98014873.21,-109829884.6,1207,2379.80765,112.598484,2729.9358,2729.9358,2729.9358,5330532,20589220,4365.710074,16862.58804,26025196,283905.3,27012400,25244986,4.95095E+11,6.70855E+11,3.41601E+12,58104460000,196.92563,113.10201,581.04736,46.214157,24540.17,28001.695,205402.08,4213.958,-46.24043394,1.9028748,-50.86447734,-41.61639055,13521.72668
5221,-108092388.1,-102978534.4,-115391880.6,1091,2151.093742,101.7770886,8132.478,8132.478,8132.478,5335611,20597352,4366.293781,16855.44354,25728614,325515.16,26820634,24712964,6.0635E+11,8.19254E+11,4.84689E+12,75851150000,206.73582,161.07076,1021.6137,42.95619,24737.574,28170.361,171158.61,3182.6238,-46.51208663,2.374616,-51.1632953,-41.86087797,13532.14547
5222,-106437768.7,-101402195.1,-113625524.6,1058,2086.028578,98.69858826,4975.3833,4975.3833,4975.3833,5340179,20602326,4366.458708,16845.72854,25629716,340199.03,26798898,24781530,5.35234E+11,6.86739E+11,3.71914E+12,70493520000,210.99171,148.02823,815.1713,33.05556,20723.838,24295.844,171227.31,3299.8218,-45.20477309,2.0498254,-49.7252504,-40.68429578,13543.15783
5223,-109191064.1,-104025231.9,-116564750.3,1099,2166.867115,102.5233918,11634.1875,11634.1875,11634.1875,5345254,20613962,4367.037582,16841.47222,25430330,321897.94,26263732,24593438,4.66827E+11,6.1672E+11,3.50235E+12,66594513000,189.57716,128.51715,683.2041,42.254814,21489.377,22097.27,150381.53,3229.189,-45.19403547,2.1501818,-49.71343902,-40.67463192,13553.89741
5224,-107489474.4,-102404144.5,-114748252.1,925,1823.796252,86.29129881,1617.51,1617.51,1617.51,5350437,20615578,4367.703673,16829.04327,25312894,288981.62,26412062,24580904,4.7456E+11,5.92621E+11,3.03272E+12,71489630000,196.39375,138.07611,750.72345,44.114773,21186.268,20187.035,152142.73,3626.061,-45.34539249,2.1877463,-49.87993174,-40.81085324,13564.84031
5225,-114090649.2,-108693017.6,-121795205.1,1180,2326.572516,110.0797109,4088.844,4088.844,4088.844,5357514,20619668,4369.91354,16818.65253,25201682,286551.1,26155658,24540090,3.95183E+11,5.66594E+11,2.79887E+12,61242710000,183.78648,115.08971,585.56757,42.232765,17987.92,17942.346,144765.78,3619.399,-46.37768302,2.2127154,-51.01545132,-41.73991472,13576.40611
5226,-114705687.1,-109278958,-122451776.5,853,1681.835895,79.57457068,9316.346,9316.346,9316.346,5364512,20628984,4372.05542,16812.5379,25069916,293090.22,26031564,24132298,3.75473E+11,5.16623E+11,2.45018E+12,58541187000,206.37257,134.59633,767.5641,36.501892,17068.74,16933.17,135597.03,3070.1082,-46.16170209,1.966658,-50.77787229,-41.54553188,13587.25474
5227,-109784924,-104590996.4,-117198713.7,808,1593.110672,75.37661561,9126.126,9126.126,9126.126,5369925,20638110,4372.903094,16806.2785,24979974,310736.16,25935646,24193428,5.03004E+11,7.18913E+11,3.61687E+12,61011304000,180.83624,129.21545,808.6525,31.985027,17207.865,17009.361,145917.42,3503.922,-45.78034831,1.8862623,-50.35838314,-41.20231348,13597.94828
5228,-107747600,-102650058.2,-115023809,1047.04162,2064.422251,97.6763041,3204.764,3204.764,3204.764,5375112,20641314,4373.5655,16795.21074,24861086,272887.16,25582282,24016684,4.4057E+11,5.83276E+11,2.34043E+12,67002130000,202.15802,146.49634,764.9893,36.89443,16828.592,18462.883,138575.97,3012.1182,-47.35167512,2.1730936,-52.08684263,-42.6165076,13608.49174
5229,-107699207.4,-102603955.1,-114972148.4,912,1798.164521,85.07855623,10650.61,10650.61,10650.61,5379879,20651966,4373.885366,16790.21626,24670330,255105.28,25385314,24149522,4.45739E+11,5.71184E+11,2.89789E+12,68317733000,208.42354,159.36302,875.9196,43.96506,18073.398,18239.516,109023.62,1979.5488,-48.24398807,2.0437334,-53.06838688,-43.41958926,13618.99206
5230,-112223591.7,-106914290.6,-119802064.9,853,1681.835895,79.57457068,11151.055,11151.055,11151.055,5385942,20663116,4375.257514,16785.63444,24564286,276578.66,25363294,23915440,4.96218E+11,6.21578E+11,3.20876E+12,66916475000,203.8243,131.37813,580.72375,38.72234,16026.388,15947.713,106341.6,3183.954,-47.7556005,1.8578968,-52.53116055,-42.98004045,13629.94717
5231,-114067686.7,-108671141.4,-121770691.9,831,1638.45912,77.52223709,3687.8916,3687.8916,3687.8916,5393106,20666804,4377.521104,16775.00325,24529158,262375.53,25347292,23860570,4.05828E+11,6.13909E+11,2.87191E+12,66073560000,202.20387,128.85107,933.16925,38.43635,16327.088,16698.4,125610.22,3454.9011,-47.1627046,2.2806349,-51.87897506,-42.44643414,13640.9082
5232,-110035908.2,-104830106.5,-117466646.9,818,1612.827388,76.30949451,5200.9956,5200.9956,5200.9956,5398892,20672006,4378.663423,16765.61719,24302956,246010.2,25192232,23751640,4.49105E+11,5.84247E+11,2.67585E+12,68587352000,200.94696,138.63759,1008.29395,48.27475,14559.003,14479.501,95495.86,2613.509,-48.26601604,1.9760938,-53.09261765,-43.43941444,13651.86237
5233,-110282266,-105064809.1,-117729641.3,862,1699.58094,80.4141617,8443.146,8443.146,8443.146,5404660,20680448,4379.789303,16758.87196,24097506,267157.3,25093600,23229070,4.69198E+11,6.44055E+11,4.04547E+12,70647914000,190.41171,136.57692,959.28687,42.661896,17277.078,16242.19,88704.625,2903.8381,-48.25172568,1.8958404,-53.07689825,-43.42655311,13663.14443
5234,-116010615.9,-110522150.6,-123844827.3,696,1372.28345,64.92837186,16775.498,16775.498,16775.498,5411634,20697224,4381.889879,16758.88583,23915550,259320.83,24652482,23282646,5.08441E+11,6.90262E+11,3.93831E+12,67764597000,194.34305,129.22081,691.2643,44.07592,17262.195,13690.758,84441.26,2319.6663,-49.6124849,2.0526268,-54.57373339,-44.65123641,13674.24423
5235,-112019574.8,-106719925.8,-119584270.7,810,1597.054015,75.56319139,20266.193,20266.193,20266.193,5417396,20717490,4383.006472,16761.7233,23830482,264231.28,24602994,22883698,4.45301E+11,5.91872E+11,2.99689E+12,63270100000,183.72554,123.76882,625.69836,48.831215,17969.773,13410.314,70586.164,3012.312,-47.82983719,2.0299673,-52.6128209,-43.04685347,13685.40554
5236,-108575087.9,-103438397.6,-115907177.2,924,1821.824581,86.19801092,2298.0054,2298.0054,2298.0054,5422976,20719788,4383.974131,16750.03072,23582214,264938.4,24237824,22910212,4.05794E+11,6.34301E+11,3.84364E+12,68683317000,145.7161,89.0005,517.7761,37.777546,15939.159,11713.109,62845.71,2965.8794,-50.01050481,2.5098038,-55.01155529,-45.00945433,13696.59859
5237,-106147077.5,-101125256.4,-113315202.9,689,1358.481749,64.27535662,3239.2454,3239.2454,3239.2454,5427820,20723028,4384.345719,16739.11793,23491794,237813.52,24131202,22878542,4.438E+11,5.562E+11,2.97989E+12,69225914000,146.57335,106.119225,760.8984,46.029373,17281.4,12859.144,79116.83,3700.6748,-49.80576816,1.8277305,-54.78634498,-44.82519135,13708.14216
5238,-109313338.8,-104141721.8,-116695282.3,745,1468.89536,69.4994785,2233.1912,2233.1912,2233.1912,5433504,20725260,4385.394673,16727.4092,23243558,208728.14,23967552,22690326,5.2743E+11,6.40402E+11,3.11858E+12,71481926000,136.93626,101.75311,779.26953,28.948174,17351.63,13778.496,84460.59,3168.9448,-51.80055619,2.035779,-56.98061181,-46.62050057,13718.94218
5239,-111094197.1,-105838327.7,-118596402.2,802,1581.280642,74.81688826,4359.5107,4359.5107,4359.5107,5439546,20729620,4386.730645,16717.43548,23129566,229612.06,23812948,22538868,5.6845E+11,7.0497E+11,3.79403E+12,71598146000,129.6185,91.80447,520.5747,37.33387,18487.898,13715.239,78958.125,2867.596,-50.6456021,1.7534158,-55.71016231,-45.58104189,13730.35484
5240,-109669217.7,-104480764.1,-117075193.7,788,1553.67724,73.51085779,3267.8208,3267.8208,3267.8208,5445210,20732888,4387.759871,16706.5979,23096614,195371.6,23778632,22468864,3.96387E+11,5.39763E+11,3.64131E+12,70123440000,109.9879,71.05072,361.1352,27.797459,18317.629,15225.411,90849.695,3410.0813,-50.70511994,1.8116812,-55.77563193,-45.63460794,13741.65873
5241,-109748385.3,-104556186.3,-117159707.6,686,1352.566734,63.99549295,4129.69,4129.69,4129.69,5450890,20737018,4388.800322,16696.47182,23102254,278232.06,23961388,22337728,5.20436E+11,6.2872E+11,2.9741E+12,67945038000,114.70334,78.116615,466.30005,34.55584,20554.775,19662.514,99211.914,3338.1294,-50.62999416,1.4597962,-55.69299357,-45.56699474,13752.98838
5242,-107411773.6,-102330119.8,-114665304.2,815,1606.912374,76.02963084,1293.0281,1293.0281,1293.0281,5456158,20738310,4389.507643,16684.07884,23037624,197020.47,23809598,22482120,3.54766E+11,5.19257E+11,2.85419E+12,67388846000,93.363914,65.958565,493.64288,30.518587,18043.807,15135.762,114414.164,2898.6765,-50.29079693,1.5047385,-55.31987662,-45.26171724,13764.44414
5243,-106834393.9,-101780055.9,-114048934,718,1415.660226,66.98070545,745.94763,745.94763,745.94763,5461191,20739056,4390.02492,16671.26688,23058586,213834.38,23686590,22600652,4.45509E+11,5.63207E+11,2.87567E+12,71027050000,100.474075,60.83851,371.0965,31.581175,20835.404,17132.064,93357.95,3795.2534,-50.85648847,1.5922985,-55.94213732,-45.77083962,13775.60956
5244,-109328628.3,-104156288,-116711604.3,840,1656.204164,78.36182811,9333.641,9333.641,9333.641,5466597,20748390,4390.840964,16665.37349,23013698,250179.14,23743522,22414538,4.66899E+11,6.21594E+11,3.42895E+12,68317400000,106.35613,82.34264,539.6369,28.62311,18860.072,15139.122,81722.734,2532.2786,-50.24376642,1.2211868,-55.26814307,-45.21938978,13787.06724
5245,-107367351.1,-102287798.9,-114617881.8,636,1253.983153,59.33109842,3830.1553,3830.1553,3830.1553,5471648,20752220,4391.370787,16655.07223,22959096,215911.08,23827678,22509994,3.97584E+11,5.04244E+11,3.09875E+12,63456060000,94.63,65.288284,531.7634,29.08137,16529.375,13317.851,78878.66,2950.9841,-51.00434669,1.7363446,-56.10478135,-45.90391202,13798.55604
5246,-107039043.3,-101975023.3,-114267403.3,693,1366.368435,64.64850819,632.53674,632.53674,632.53674,5476697,20752852,4391.898156,16642.22294,22852648,194737.33,23356244,22268194,4.41731E+11,5.53659E+11,2.6503E+12,65857434000,103.489075,81.31528,480.71613,33.78368,17246.125,13679.793,91465.16,2403.0107,-50.46318555,1.7326118,-55.50950411,-45.416867,13810.72314
5247,-119046264.3,-113414182.4,-127085473.5,660,1301.303272,61.5700078,36012.957,36012.957,36012.957,5483579,20788866,4393.893429,16657.74519,22827166,231712.64,23627112,22269910,4.28137E+11,5.61564E+11,2.75926E+12,64110563000,96.35296,58.071686,319.92035,28.80301,18598.266,16553.549,92720.92,2707.9023,-51.37015312,2.0238469,-56.50716843,-46.23313781,13821.4438
5248,-108187899.5,-103069527.1,-115493841.9,723,1425.518584,67.4471449,2762.3687,2762.3687,2762.3687,5488860,20791628,4394.603683,16646.6197,22766684,168846.5,23291888,22209610,3.77154E+11,4.98917E+11,2.23701E+12,57082212000,86.938446,52.486256,322.34232,27.509157,16999.543,13598.758,73797.52,3695.0444,-51.8846905,1.5111477,-57.07315955,-46.69622145,13832.79009
5249,-111403233.4,-106132743.5,-118926307.7,746,1470.867031,69.59276639,1922.1168,1922.1168,1922.1168,5495225,20793550,4396.18,16634.84,22675220,224351.88,23313956,21986556,4.61007E+11,5.79052E+11,3.15946E+12,59664626000,85.42379,56.229214,383.45645,28.55735,14847.933,11953.4,90861.37,3005.2964,-53.23424604,1.8358327,-58.55767064,-47.91082143,13843.72271
5250,-106836624,-101782180.5,-114051314.6,736,1451.150315,68.65988748,2971.2512,2971.2512,2971.2512,5500063,20796522,4396.533173,16623.91847,22666264,207403.62,23563308,22208886,3.96365E+11,5.03986E+11,3.14232E+12,59013750000,80.300026,56.94411,446.67075,26.926218,14957.969,12444.866,94940.734,2963.757,-55.36065767,2.1713119,-60.89672343,-49.8245919,13855.14237
5251,-107318602.2,-102241356.3,-114565840.9,780,1537.903867,72.76455467,3510.3645,3510.3645,3510.3645,5505205,20800032,4397.128594,16613.44409,22738114,241470.3,23707202,22108308,4.21478E+11,5.28453E+11,2.18911E+12,67666678000,70.29247,39.008247,375.70462,26.82798,14485.643,12617.264,83962.08,2657.3638,-56.8463344,1.8223386,-62.53096784,-51.16170096,13866.45374
5252,-109074526.3,-103914207.5,-116440342.7,865,1705.495955,80.69402537,2830.2231,2830.2231,2830.2231,5510905,20802862,4398.168396,16602.44374,22816684,236420.77,23673776,22292998,3.76122E+11,4.86656E+11,3.0545E+12,63456195000,72.32402,47.84705,358.56143,25.92481,15289.424,12834.242,73208.4,2631.1516,-57.06489292,2.9931192,-62.77138221,-51.35840363,13877.3849
5253,-109708185.3,-104517888.2,-117116792.9,750,1478.753718,69.96591795,5286.6704,5286.6704,5286.6704,5516679,20808148,4399.26555,16593.41946,22820746,223932.81,23803142,22336454,3.46421E+11,4.72282E+11,2.66965E+12,58670043000,80.65616,49.1864,338.34946,28.149435,17667.53,15257.557,82841.266,3007.9358,-56.09128871,2.5515547,-61.70041758,-50.48215984,13888.38254
5254,-106134294.1,-101113077.9,-113301556.3,762,1502.413777,71.08537264,3623.6294,3623.6294,3623.6294,5521493,20811772,4399.596016,16583.08526,22819070,229933.45,23527444,22346550,3.9281E+11,4.64874E+11,2.02129E+12,61154345000,80.04449,52.905094,366.80716,27.39644,15417.325,11466.874,101189.28,3218.5093,-55.333143,2.3782873,-60.8664573,-49.7998287,13898.82841
5255,-108458312.5,-103327146.9,-115782516,727,1433.405271,67.82029647,968.0572,968.0572,968.0572,5527138,20812740,4400.58758,16570.65287,22768436,204502.22,23447140,22313420,3.52271E+11,4.54104E+11,2.35857E+12,58828680000,79.2205,48.3548,346.81195,26.313288,14337.126,10395.004,61014.7,2220.7532,-53.5749566,1.824946,-58.93245226,-48.21746094,13909.72015
5256,-103374115.7,-98483483.51,-110354982.7,758,1494.527091,70.71222108,698.7531,698.7531,698.7531,5531217,20813440,4400.331742,16558.02705,22740306,206495.52,23265414,22178274,3.35231E+11,4.53389E+11,2.53567E+12,58914693000,76.48145,45.21907,385.53107,29.556711,15194.135,11885.985,68823.91,2637.151,-53.52436244,1.8807465,-58.87679869,-48.1719262,13921.50001
5257,-107884018.1,-102780022.3,-115169439.4,689,1358.481749,64.27535662,168.62236,168.62236,168.62236,5536697,20813608,4401.189984,16544.99841,22683362,206425.44,23406208,22135460,3.99036E+11,5.35356E+11,2.44552E+12,70486260000,70.62824,32.852085,241.72025,26.11961,14372.303,10663.681,67115.71,2837.1907,-53.41648743,2.0598016,-58.75813617,-48.07483869,13932.55105
5258,-103055601,-98180037.77,-110014958.6,645,1271.728197,60.17068944,58.12259,58.12259,58.12259,5540678,20813666,4400.856235,16531.9031,22578786,251505.02,23289920,21909790,2.88357E+11,3.86259E+11,2.02078E+12,60363887000,75.86367,47.545033,333.95386,24.588074,17320.967,14333.814,88958.164,2504.4043,-52.39879575,1.5998552,-57.63867533,-47.15891618,13943.97659
5259,-108024507.2,-102913864.9,-115319415.7,715,1409.745211,66.70084178,5154.4854,5154.4854,5154.4854,5545889,20818820,4401.499206,16522.87302,22386442,231321.39,23277328,21879040,4.09515E+11,5.32155E+11,2.63034E+12,58041246000,83.734314,56.409904,338.39618,25.272108,17291.248,16033.946,94016.91,2401.1177,-51.20817302,1.6549301,-56.32899032,-46.08735572,13955.55421
5260,-104755780.2,-99799781.44,-111829951.2,693,1366.368435,64.64850819,159.1368,159.1368,159.1368,5550356,20818980,4401.55115,16509.89691,22206480,232500.1,22955670,21603520,3.33273E+11,4.25467E+11,2.70557E+12,55051700000,80.091255,38.69655,260.8766,29.451372,17572.998,13491.295,78309.98,2376.0688,-50.36029844,1.6464518,-55.39632829,-45.3242686,13967.20289
5261,-105256486.5,-100276799.3,-112364470.2,647,1275.671541,60.35726522,1837.7456,1837.7456,1837.7456,5554872,20820818,4401.641838,16498.271,22050772,272922.28,22719698,21341928,3.70761E+11,4.51379E+11,2.28742E+12,58347720000,86.769554,50.762997,321.23688,28.20749,18874.135,16347.518,114493.2,2791.9797,-50.44628427,1.4322098,-55.4909127,-45.40165584,13978.10041
5262,-108954579.6,-103799935.5,-116312296,578,1139.626199,53.92040077,8316.424,8316.424,8316.424,5560235,20829134,4402.403009,16491.79256,21925138,257033.02,22901400,21237808,4.55366E+11,5.57022E+11,2.58387E+12,55450730000,94.3488,51.152607,351.8467,34.08446,18105.836,14437.722,82999.92,2925.8525,-50.70154901,1.3945876,-55.77170391,-45.63139411,13988.87931
5263,-108911107.3,-103758519.9,-116265888,546,1076.532707,50.93518827,20400.07,20400.07,20400.07,5564891,20849534,4402.603639,16494.88449,21764382,239252.64,22410620,21077672,3.81883E+11,4.54375E+11,2.31375E+12,58985800000,92.63453,47.49719,349.5168,29.244047,14897.557,11907.045,67883.44,2417.875,-50.89756016,1.3924875,-55.98731618,-45.80780415,13999.7603
5264,-109694122.2,-104504490.4,-117101780,515,1015.410886,48.04326366,2469.824,2469.824,2469.824,5570643,20852004,4403.670356,16483.79763,21646564,239876.28,22233520,21081890,3.67511E+11,4.48301E+11,2.65527E+12,56692974000,87.71332,39.935318,215.48827,29.593159,14655.617,12287.12,69764.08,1865.051,-50.97632838,1.8656565,-56.07396122,-45.87869554,14010.86855
5265,-103484316.7,-98588470.96,-110472625.6,562,1108.079453,52.42779452,569.9064,569.9064,569.9064,5574774,20852574,4403.454976,16471.22749,21563620,236043.03,22611378,20852912,2.75502E+11,3.5773E+11,2.34159E+12,56481473000,83.58711,38.324493,275.5622,26.20868,13580.225,10732.962,62841.117,2467.8225,-49.76133282,2.1913753,-54.7374661,-44.78519954,14022.28743
5266,-108128825.8,-103013248.2,-115430779,524,1033.155931,48.88285468,3473.4006,3473.4006,3473.4006,5579966,20856048,4404.077348,16460.96922,21524518,249705.62,22272856,20910438,2.79377E+11,3.81029E+11,2.28974E+12,63470387000,89.70043,38.61888,214.2947,33.17646,13940.504,12361.609,84458.69,2258.5864,-48.46475266,1.738754,-53.31122793,-43.6182774,14033.29921
5267,-105350759.6,-100366612.4,-112465109.6,499,983.8641404,46.55065741,2427.1611,2427.1611,2427.1611,5584444,20858474,4404.135647,16449.90063,21515526,254658.67,22458852,20916754,3.23635E+11,4.36303E+11,3.16337E+12,58688705000,84.606,35.634045,215.71477,30.742743,14212.378,12342.187,72422.914,2434.3645,-47.41925723,1.3846312,-52.16118295,-42.6773315,14044.87215
5268,-106791331.4,-101739030.7,-114002963.5,527,1039.070946,49.16271835,312.31335,312.31335,312.31335,5589352,20858786,4404.532703,16437.18361,21361502,270333.53,22344700,20793842,3.08397E+11,3.82893E+11,2.58448E+12,55433806000,87.95385,40.09322,231.3932,29.849157,13370.588,12665.374,70933.25,1800.3751,-47.96693839,1.6389352,-52.76363222,-43.17024455,14056.22035
5269,-107935276.2,-102828855.4,-115224158.9,482,950.3457227,44.96476327,3721.543,3721.543,3721.543,5594452,20862508,4405.080315,16427.17165,21149976,247432.92,21858426,20516274,3.23767E+11,3.87062E+11,2.23989E+12,63933890000,89.41187,45.85431,269.82468,29.988947,12512.091,11115.525,71715.91,1739.9006,-48.42363309,1.5979812,-53.2659964,-43.58126978,14067.29533
5270,-105014271,-100046043.1,-112105897.9,493,972.0341106,45.99093007,4418.4385,4418.4385,4418.4385,5598427,20866926,4404.741935,16417.72305,21115810,252791.55,21899226,20507258,3.01462E+11,3.75197E+11,1.77169E+12,56180818000,87.52713,40.563892,247.10512,26.28489,12028.53,11177.659,65711.3,1635.0769,-48.43302525,1.3972255,-53.27632778,-43.58972273,14078.54974
5271,-110529936.3,-105300762.1,-117994036.8,532,1048.929304,49.6291578,4418.951,4418.951,4418.951,5604273,20871346,4405.875,16408.29088,20913794,256674.48,21580044,20221596,2.47811E+11,3.53358E+11,2.50931E+12,58223583000,85.30351,40.784473,256.5095,31.722654,12192.463,12194.065,64460.348,1560.1174,-48.18036537,1.5340973,-52.99840191,-43.36232883,14089.73515
5272,-108025151.6,-102914478.8,-115320103.6,557,1098.221095,51.96135506,23645.574,23645.574,23645.574,5608375,20894992,4405.636292,16413.97643,20891866,275447.16,21897474,20187452,3.25838E+11,3.79833E+11,1.79495E+12,56165360000,92.74672,43.67087,286.81177,33.135235,13265.617,13169.778,75677.73,1401.603,-50.59506491,1.7031327,-55.65457141,-45.53555842,14101.27667
5273,-106384663.6,-101351602.4,-113568833.3,632,1246.096466,58.95794686,1295.8257,1295.8257,1295.8257,5613268,20896286,4406.018838,16402.10832,20760112,223554.8,21522382,20153308,2.82435E+11,3.53719E+11,1.95179E+12,55634022000,83.0639,34.729794,220.24461,29.62022,10885.767,10318.973,56122.348,1595.4084,-50.07663843,1.6409566,-55.08430227,-45.06897458,14112.68332
5274,-108046094.9,-102934431.3,-115342461.2,1032.7757,2036.294542,96.34546652,550.34204,550.34204,550.34204,5618755,20896838,4406.866667,16389.67686,20678666,245938.81,21321250,19775132,2.87178E+11,3.46666E+11,2.04912E+12,62758900000,85.844315,36.793423,308.9979,37.381588,9724.49,8445.303,44645.184,1286.7936,-50.50813605,1.7663985,-55.55894966,-45.45732245,14124.09487
5275,-110304676.2,-105086159.1,-117753564.8,750,1478.753718,69.96591795,8674.188,8674.188,8674.188,5624325,20905512,4407.778213,16383.63009,20521116,225565.52,21145280,19822692,2.6311E+11,3.22117E+11,1.75781E+12,58054177000,87.432396,36.99083,206.10204,31.694134,10278.456,8921.153,67749.93,1318.5786,-51.15754371,1.7068998,-56.27329808,-46.04178934,14135.49312
5276,-108871664.5,-103720943.2,-116223781.7,714,1407.77354,66.60755389,250.67204,250.67204,250.67204,5630041,20905762,4408.802662,16370.99608,20397766,235097.83,21028486,19805534,2.96839E+11,4.04337E+11,2.89822E+12,55192820000,84.27449,35.83875,229.42589,31.746082,8828.432,7251.1523,51369.547,1367.1538,-51.0151134,1.8457686,-56.11662474,-45.91360206,14147.22223
